date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
16:07:40	238/238	---M--	200	added ('OK')	image/png	etag:%2264e15838-ee%22	https://votesaveamerica.com/wp-content/themes/vsa/images/gradient-desktop-darker.png	C:/My%20Web%20Sites/jackv2/votesaveamerica.com/wp-content/themes/vsa/images/gradient-desktop-darker.png	(from https://votesaveamerica.com/wp-content/themes/vsa/compiled/main.css?ver=1693066261)
16:07:40	1207/1207	---M--	200	added ('OK')	image/png	etag:%2264e0d4ba-4b7%22	https://votesaveamerica.com/wp-content/themes/vsa/images/graphic-line-red.png	C:/My%20Web%20Sites/jackv2/votesaveamerica.com/wp-content/themes/vsa/images/graphic-line-red.png	(from https://votesaveamerica.com/wp-content/themes/vsa/compiled/main.css?ver=1693066261)
16:07:40	14529/14529	---M--	200	added ('OK')	image/png	etag:%2264e44774-38c1%22	https://votesaveamerica.com/wp-content/themes/vsa/images/graphic-drawn-circle.png	C:/My%20Web%20Sites/jackv2/votesaveamerica.com/wp-content/themes/vsa/images/graphic-drawn-circle.png	(from https://votesaveamerica.com/wp-content/themes/vsa/compiled/main.css?ver=1693066261)
16:07:40	1875/1875	---M--	200	added ('OK')	image/png	etag:%2264c068f9-753%22	https://votesaveamerica.com/wp-content/themes/vsa/images/rainbow-strip-small.png	C:/My%20Web%20Sites/jackv2/votesaveamerica.com/wp-content/themes/vsa/images/rainbow-strip-small.png	(from https://votesaveamerica.com/wp-content/themes/vsa/compiled/main.css?ver=1693066261)
16:07:40	1173/1173	---M--	200	added ('OK')	image/png	etag:%2264e466bc-495%22	https://votesaveamerica.com/wp-content/themes/vsa/images/rainbow-strip-large.png	C:/My%20Web%20Sites/jackv2/votesaveamerica.com/wp-content/themes/vsa/images/rainbow-strip-large.png	(from https://votesaveamerica.com/wp-content/themes/vsa/compiled/main.css?ver=1693066261)
16:07:41	56932/56932	---M--	200	added ('OK')	image/png	etag:%2264cee254-de64%22	https://votesaveamerica.com/wp-content/themes/vsa/images/footer_strip-mm.png	C:/My%20Web%20Sites/jackv2/votesaveamerica.com/wp-content/themes/vsa/images/footer_strip-mm.png	(from https://votesaveamerica.com/wp-content/themes/vsa/compiled/main.css?ver=1693066261)
16:07:42	89955/89955	---MCZ	404	error ('Not%20Found')	text/html	date:Sat,%2026%20Aug%202023%2020:08:23%20GMT	https://votesaveamerica.com/candidate/donald-trump/Trident/	C:/My%20Web%20Sites/jackv2/votesaveamerica.com/candidate/donald-trump/Trident/index.html	(from https://votesaveamerica.com/wp-content/themes/vsa/compiled/js/app.js?ver=1693066261)
16:07:42	89955/89955	---MCZ	404	error ('Not%20Found')	text/html	date:Sat,%2026%20Aug%202023%2020:08:23%20GMT	https://votesaveamerica.com/candidate/donald-trump/Edge/	C:/My%20Web%20Sites/jackv2/votesaveamerica.com/candidate/donald-trump/Edge/index.html	(from https://votesaveamerica.com/wp-content/themes/vsa/compiled/js/app.js?ver=1693066261)
16:07:42	89955/89955	---MCZ	404	error ('Not%20Found')	text/html	date:Sat,%2026%20Aug%202023%2020:08:23%20GMT	https://votesaveamerica.com/candidate/donald-trump/Gecko/	C:/My%20Web%20Sites/jackv2/votesaveamerica.com/candidate/donald-trump/Gecko/index.html	(from https://votesaveamerica.com/wp-content/themes/vsa/compiled/js/app.js?ver=1693066261)
16:07:42	89955/89955	---MCZ	404	error ('Not%20Found')	text/html	date:Sat,%2026%20Aug%202023%2020:08:23%20GMT	https://votesaveamerica.com/candidate/donald-trump/document.location	C:/My%20Web%20Sites/jackv2/votesaveamerica.com/candidate/donald-trump/document.16.delayed	(from https://votesaveamerica.com/wp-content/themes/vsa/compiled/js/app.js?ver=1693066261)
16:07:44	89955/89955	---MCZ	404	error ('Not%20Found')	text/html	date:Sat,%2026%20Aug%202023%2020:08:24%20GMT	https://votesaveamerica.com/candidate/donald-trump/Firefox/	C:/My%20Web%20Sites/jackv2/votesaveamerica.com/candidate/donald-trump/Firefox/index.html	(from https://votesaveamerica.com/wp-content/themes/vsa/compiled/js/app.js?ver=1693066261)
16:07:44	89955/89955	---MCZ	404	error ('Not%20Found')	text/html	date:Sat,%2026%20Aug%202023%2020:08:24%20GMT	https://votesaveamerica.com/candidate/donald-trump/Version/	C:/My%20Web%20Sites/jackv2/votesaveamerica.com/candidate/donald-trump/Version/index.html	(from https://votesaveamerica.com/wp-content/themes/vsa/compiled/js/app.js?ver=1693066261)
16:07:45	89955/89955	---MCZ	404	error ('Not%20Found')	text/html	date:Sat,%2026%20Aug%202023%2020:08:24%20GMT	https://votesaveamerica.com/candidate/donald-trump/version/	C:/My%20Web%20Sites/jackv2/votesaveamerica.com/candidate/donald-trump/version/index-2.html	(from https://votesaveamerica.com/wp-content/themes/vsa/compiled/js/app.js?ver=1693066261)
16:07:45	89955/89955	---MCZ	404	error ('Not%20Found')	text/html	date:Sat,%2026%20Aug%202023%2020:08:24%20GMT	https://votesaveamerica.com/candidate/donald-trump/;%20path=/	C:/My%20Web%20Sites/jackv2/votesaveamerica.com/candidate/donald-trump/;%20path=/index.html	(from https://votesaveamerica.com/wp-content/themes/vsa/compiled/js/app.js?ver=1693066261)
16:07:45	89955/89955	---MCZ	404	error ('Not%20Found')	text/html	date:Sat,%2026%20Aug%202023%2020:08:26%20GMT	https://votesaveamerica.com/candidate/donald-trump/+src+	C:/My%20Web%20Sites/jackv2/votesaveamerica.com/candidate/donald-trump/+src+	(from https://votesaveamerica.com/wp-content/plugins/complianz-gdpr-premium/cookiebanner/js/complianz.min.js?ver=6.3.7.1)
16:07:46	89955/89955	---MCZ	404	error ('Not%20Found')	text/html	date:Sat,%2026%20Aug%202023%2020:08:27%20GMT	https://votesaveamerica.com/candidate/donald-trump/window.location.href	C:/My%20Web%20Sites/jackv2/votesaveamerica.com/candidate/donald-trump/window.location.href	(from https://votesaveamerica.com/wp-content/plugins/complianz-gdpr-premium/cookiebanner/js/complianz.min.js?ver=6.3.7.1)
16:07:47	0/0	---MC-	301	error ('Moved%20Permanently')	text/html	date:Sat,%2026%20Aug%202023%2020:08:28%20GMT	https://votesaveamerica.com/candidate/donald-trump/GET	C:/My%20Web%20Sites/jackv2/votesaveamerica.com/candidate/donald-trump/GET	(from https://votesaveamerica.com/wp-content/plugins/complianz-gdpr-premium/cookiebanner/js/complianz.min.js?ver=6.3.7.1)
16:07:48	89955/89955	---MCZ	404	error ('Not%20Found')	text/html	date:Sat,%2026%20Aug%202023%2020:08:28%20GMT	https://votesaveamerica.com/candidate/donald-trump/POST	C:/My%20Web%20Sites/jackv2/votesaveamerica.com/candidate/donald-trump/POST	(from https://votesaveamerica.com/wp-content/plugins/complianz-gdpr-premium/cookiebanner/js/complianz.min.js?ver=6.3.7.1)
16:07:48	0/0	---MC-	301	error ('Moved%20Permanently')	text/html	date:Sat,%2026%20Aug%202023%2020:08:29%20GMT	https://votesaveamerica.com/candidate/donald-trump/GET	C:/My%20Web%20Sites/jackv2/votesaveamerica.com/candidate/donald-trump/GET	(from https://votesaveamerica.com/wp-content/plugins/complianz-gdpr-premium/cookiebanner/js/complianz.min.js?ver=6.3.7.1)
16:07:49	0/0	---MC-	301	error ('Moved%20Permanently')	text/html	date:Sat,%2026%20Aug%202023%2020:08:29%20GMT	https://votesaveamerica.com/candidate/donald-trump/GET	C:/My%20Web%20Sites/jackv2/votesaveamerica.com/candidate/donald-trump/GET	(from https://votesaveamerica.com/wp-content/plugins/complianz-gdpr-premium/cookiebanner/js/complianz.min.js?ver=6.3.7.1)
